type,count,amount,state,year,quarter,source,category,country,date,avg_transaction_value,growth
merchant payments,5721862,4318458993.0,Tripura,2024,1,aggregated,transaction,india,2024-Q1,754.7296654480657,551.1433947698542
peer-to-peer payments,4085450,12732805697.0,Tripura,2024,1,aggregated,transaction,india,2024-Q1,3116.622574502197,-0.28599291629193435
recharge & bill payments,1215498,683732258.0,Tripura,2024,1,aggregated,transaction,india,2024-Q1,562.5120386870237,-0.7024812444161598
financial services,10290,12617991.0,Tripura,2024,1,aggregated,transaction,india,2024-Q1,1226.238192419825,-0.991534334075416
others,9539,4574435.0,Tripura,2024,1,aggregated,transaction,india,2024-Q1,479.5507914875773,-0.07298347910592806
merchant payments,7120453,4810482925.0,Tripura,2024,2,aggregated,transaction,india,2024-Q2,675.5866410465738,745.4569661390083
peer-to-peer payments,4365398,12591709691.0,Tripura,2024,2,aggregated,transaction,india,2024-Q2,2884.43566680518,-0.38692130964139504
recharge & bill payments,1278785,711343884.0,Tripura,2024,2,aggregated,transaction,india,2024-Q2,556.265426948236,-0.7070633651273034
financial services,12106,15777203.0,Tripura,2024,2,aggregated,transaction,india,2024-Q2,1303.2548323145547,-0.9905332014373018
others,10805,8117365.0,Tripura,2024,2,aggregated,transaction,india,2024-Q2,751.2600647848218,-0.10746737155129693
merchant payments,8023651,5277307936.0,Tripura,2024,3,aggregated,transaction,india,2024-Q3,657.7190279088659,741.5868579361406
peer-to-peer payments,5084144,13847946966.0,Tripura,2024,3,aggregated,transaction,india,2024-Q3,2723.7519169401967,-0.36635529137545986
recharge & bill payments,1270740,799009595.0,Tripura,2024,3,aggregated,transaction,india,2024-Q3,628.7750405275666,-0.7500582202235027
financial services,13232,18644893.0,Tripura,2024,3,aggregated,transaction,india,2024-Q3,1409.0759522370013,-0.9895871696806585
others,8814,5936799.0,Tripura,2024,3,aggregated,transaction,india,2024-Q3,673.5646698434309,-0.33388754534461906
merchant payments,8992361,6011659344.0,Tripura,2024,4,aggregated,transaction,india,2024-Q4,668.5295823866502,1019.2361016564556
peer-to-peer payments,5662500,15543764487.0,Tripura,2024,4,aggregated,transaction,india,2024-Q4,2745.0356709933776,-0.37029885699651066
recharge & bill payments,1232968,823760709.0,Tripura,2024,4,aggregated,transaction,india,2024-Q4,668.1119939852454,-0.7822573068432671
financial services,49550,21746350.0,Tripura,2024,4,aggregated,transaction,india,2024-Q4,438.8768920282543,-0.9598124201114708
others,7780,8974378.0,Tripura,2024,4,aggregated,transaction,india,2024-Q4,1153.5190231362467,-0.8429868819374369
recharge & bill payments,7003704,1201827543.8816488,Uttar-Pradesh,2018,1,aggregated,transaction,india,2018-Q1,171.59884882080237,
peer-to-peer payments,4123625,11786969148.760595,Uttar-Pradesh,2018,1,aggregated,transaction,india,2018-Q1,2858.3998663216453,-0.41122226182031685
merchant payments,442436,428301434.2754866,Uttar-Pradesh,2018,1,aggregated,transaction,india,2018-Q1,968.0528579850794,-0.8927070235533057
financial services,397328,75150444.99108115,Uttar-Pradesh,2018,1,aggregated,transaction,india,2018-Q1,189.13956477036893,-0.10195372890090315
others,570712,447722351.3138524,Uttar-Pradesh,2018,1,aggregated,transaction,india,2018-Q1,784.4978751346606,0.4363749848991261
recharge & bill payments,9232131,2044535461.482608,Uttar-Pradesh,2018,2,aggregated,transaction,india,2018-Q2,221.458670970181,15.17651459930753
peer-to-peer payments,6484369,22197440015.945545,Uttar-Pradesh,2018,2,aggregated,transaction,india,2018-Q2,3423.222832621886,-0.29763030875536756
merchant payments,909545,799920463.267408,Uttar-Pradesh,2018,2,aggregated,transaction,india,2018-Q2,879.473212724393,-0.859732689487597
financial services,563213,105536911.84026654,Uttar-Pradesh,2018,2,aggregated,transaction,india,2018-Q2,187.38365740894926,-0.38077500288605837
others,521685,572768843.1641636,Uttar-Pradesh,2018,2,aggregated,transaction,india,2018-Q2,1097.920858687069,-0.07373409349571125
peer-to-peer payments,13828768,32944051606.98276,Uttar-Pradesh,2018,3,aggregated,transaction,india,2018-Q3,2382.2839176261227,25.507888860135907
recharge & bill payments,9140873,2485029062.889952,Uttar-Pradesh,2018,3,aggregated,transaction,india,2018-Q3,271.8590514155434,-0.33899585270358146
merchant payments,2397448,1012726185.1169598,Uttar-Pradesh,2018,3,aggregated,transaction,india,2018-Q3,422.4184153804211,-0.7377222066207462
financial services,603303,76605144.65776658,Uttar-Pradesh,2018,3,aggregated,transaction,india,2018-Q3,126.97623691207666,-0.7483561687260787
others,544964,493702369.5936288,Uttar-Pradesh,2018,3,aggregated,transaction,india,2018-Q3,905.9357491387116,-0.09669933681748644
peer-to-peer payments,15804910,48836291123.914734,Uttar-Pradesh,2018,4,aggregated,transaction,india,2018-Q4,3089.944271996154,28.001750574349867
recharge & bill payments,11976808,3040717446.728788,Uttar-Pradesh,2018,4,aggregated,transaction,india,2018-Q4,253.8837933052603,-0.24220966775514696
merchant payments,6953857,2480267671.259793,Uttar-Pradesh,2018,4,aggregated,transaction,india,2018-Q4,356.67510437154414,-0.4193897906687658
financial services,517619,76250539.85851902,Uttar-Pradesh,2018,4,aggregated,transaction,india,2018-Q4,147.31016415262775,-0.9255637554813105
others,847573,663216794.1554663,Uttar-Pradesh,2018,4,aggregated,transaction,india,2018-Q4,782.4892890116442,0.6374456888174507
peer-to-peer payments,32062452,68506766330.45149,Uttar-Pradesh,2019,1,aggregated,transaction,india,2019-Q1,2136.666476115161,36.82854338210396
recharge & bill payments,15400713,4231102032.956449,Uttar-Pradesh,2019,1,aggregated,transaction,india,2019-Q1,274.73416542185083,-0.5196651522472455
merchant payments,8558766,3105904146.2085333,Uttar-Pradesh,2019,1,aggregated,transaction,india,2019-Q1,362.8915834605752,-0.4442617039873413
financial services,389733,43341558.48535549,Uttar-Pradesh,2019,1,aggregated,transaction,india,2019-Q1,111.20833618234917,-0.9544638794891693
others,912840,637066065.9078369,Uttar-Pradesh,2019,1,aggregated,transaction,india,2019-Q1,697.8945553523475,1.342218903711002
peer-to-peer payments,27105049,87581482658.94861,Uttar-Pradesh,2019,2,aggregated,transaction,india,2019-Q2,3231.187025669963,28.693099557425178
recharge & bill payments,17551537,5627886175.9093685,Uttar-Pradesh,2019,2,aggregated,transaction,india,2019-Q2,320.6491930541108,-0.3524624508149755
merchant payments,12733089,4894223107.452321,Uttar-Pradesh,2019,2,aggregated,transaction,india,2019-Q2,384.3704467511631,-0.27453139858919473
financial services,264091,38169259.94529109,Uttar-Pradesh,2019,2,aggregated,transaction,india,2019-Q2,144.53071079775944,-0.9792594711306895
others,1229734,775758168.4201038,Uttar-Pradesh,2019,2,aggregated,transaction,india,2019-Q2,630.8341221923633,3.656478259387862
peer-to-peer payments,26990786,95134023863.97964,Uttar-Pradesh,2019,3,aggregated,transaction,india,2019-Q3,3524.685196791959,20.94847503606471
recharge & bill payments,20359672,8000160942.595396,Uttar-Pradesh,2019,3,aggregated,transaction,india,2019-Q3,392.94154358652713,-0.24568065561336372
merchant payments,19625935,7399443975.24218,Uttar-Pradesh,2019,3,aggregated,transaction,india,2019-Q3,377.02376856145605,-0.03603874364970128
financial services,258548,51363215.14597865,Uttar-Pradesh,2019,3,aggregated,transaction,india,2019-Q3,198.66026867730037,-0.9868262072609534
others,1389018,683145478.0865316,Uttar-Pradesh,2019,3,aggregated,transaction,india,2019-Q3,491.8190247257643,4.372379596825348
peer-to-peer payments,40540310,126564888408.1326,Uttar-Pradesh,2019,4,aggregated,transaction,india,2019-Q4,3121.9516675657537,28.186310040618626
recharge & bill payments,24299776,9082140369.774977,Uttar-Pradesh,2019,4,aggregated,transaction,india,2019-Q4,373.7540778061072,-0.4006021167573707
merchant payments,20582052,9412924984.9687,Uttar-Pradesh,2019,4,aggregated,transaction,india,2019-Q4,457.3365660998573,-0.152994167518252
financial services,242936,45686806.83093811,Uttar-Pradesh,2019,4,aggregated,transaction,india,2019-Q4,188.06108123513232,-0.9881967065285813
others,1239931,433285937.588854,Uttar-Pradesh,2019,4,aggregated,transaction,india,2019-Q4,349.4435880616373,4.1039409556426385
peer-to-peer payments,39581157,147734706846.56177,Uttar-Pradesh,2020,1,aggregated,transaction,india,2020-Q1,3732.450439651417,30.922064211637583
recharge & bill payments,29777603,11168417430.652224,Uttar-Pradesh,2020,1,aggregated,transaction,india,2020-Q1,375.06099569707555,-0.24768235046792597
merchant payments,26741638,13072371616.871723,Uttar-Pradesh,2020,1,aggregated,transaction,india,2020-Q1,488.8395997609317,-0.1019546469203717
financial services,139990,64365117.409359045,Uttar-Pradesh,2020,1,aggregated,transaction,india,2020-Q1,459.783680329731,-0.9947650925496785
others,998744,376573949.20359,Uttar-Pradesh,2020,1,aggregated,transaction,india,2020-Q1,377.0475208898276,6.134395313950996
recharge & bill payments,42229417,14668026056.368128,Uttar-Pradesh,2020,2,aggregated,transaction,india,2020-Q2,347.34142923091093,41.282523849955545
peer-to-peer payments,39434202,150079524408.8693,Uttar-Pradesh,2020,2,aggregated,transaction,india,2020-Q2,3805.8212616770916,-0.06619118137482216
merchant payments,18625913,13655151082.574724,Uttar-Pradesh,2020,2,aggregated,transaction,india,2020-Q2,733.1265362709858,-0.527671106416709
financial services,150360,131930242.90371712,Uttar-Pradesh,2020,2,aggregated,transaction,india,2020-Q2,877.4291227967353,-0.9919273755869041
others,412073,209384339.5723213,Uttar-Pradesh,2020,2,aggregated,transaction,india,2020-Q2,508.1243846899003,1.7405759510508112
peer-to-peer payments,54449911,207530912756.73047,Uttar-Pradesh,2020,3,aggregated,transaction,india,2020-Q3,3811.409586265999,131.1365656085208
recharge & bill payments,37465163,16437365640.853413,Uttar-Pradesh,2020,3,aggregated,transaction,india,2020-Q3,438.7373315539402,-0.31193343915658556
merchant payments,34697942,24224433240.836243,Uttar-Pradesh,2020,3,aggregated,transaction,india,2020-Q3,698.1518742764698,-0.07386117604773268
financial services,206210,194129227.5437428,Uttar-Pradesh,2020,3,aggregated,transaction,india,2020-Q3,941.4151958864401,-0.994056996233379
others,586033,303114557.0989778,Uttar-Pradesh,2020,3,aggregated,transaction,india,2020-Q3,517.231208991606,1.8419232820910723
peer-to-peer payments,75433782,294401153346.76337,Uttar-Pradesh,2020,4,aggregated,transaction,india,2020-Q4,3902.775991620881,127.71934174355368
merchant payments,61922138,44438824680.670944,Uttar-Pradesh,2020,4,aggregated,transaction,india,2020-Q4,717.6564975949465,-0.17911927046160825
recharge & bill payments,39570153,17793973968.761925,Uttar-Pradesh,2020,4,aggregated,transaction,india,2020-Q4,449.6817075425997,-0.36096920619892037
financial services,246868,255803306.13741985,Uttar-Pradesh,2020,4,aggregated,transaction,india,2020-Q4,1036.1946713928896,-0.9937612573800259
others,994576,539071475.9342327,Uttar-Pradesh,2020,4,aggregated,transaction,india,2020-Q4,542.0113454720732,3.028776512144142
peer-to-peer payments,85539321,321609613378.6789,Uttar-Pradesh,2021,1,aggregated,transaction,india,2021-Q1,3759.7868397702023,85.00581654896156
merchant payments,78873969,55362244381.43686,Uttar-Pradesh,2021,1,aggregated,transaction,india,2021-Q1,701.9076773154,-0.07792149764667877
recharge & bill payments,38981894,18563189222.328217,Uttar-Pradesh,2021,1,aggregated,transaction,india,2021-Q1,476.2002898660649,-0.5057698440406873
financial services,250656,266104783.7449573,Uttar-Pradesh,2021,1,aggregated,transaction,india,2021-Q1,1061.6334089148368,-0.9935699378793652
others,853707,486435811.3771204,Uttar-Pradesh,2021,1,aggregated,transaction,india,2021-Q1,569.7924596812728,2.4058909421677517
peer-to-peer payments,102927942,388761820128.4563,Uttar-Pradesh,2021,2,aggregated,transaction,india,2021-Q2,3777.028983329486,119.56588735948048
merchant payments,84860582,70351401159.78787,Uttar-Pradesh,2021,2,aggregated,transaction,india,2021-Q2,829.0233168538471,-0.17553406440400798
recharge & bill payments,53030710,22266927128.75408,Uttar-Pradesh,2021,2,aggregated,transaction,india,2021-Q2,419.8874035206031,-0.37508430003461446
financial services,270944,266853066.82962543,Uttar-Pradesh,2021,2,aggregated,transaction,india,2021-Q2,984.901185594165,-0.994890809495102
others,858953,525487682.5584012,Uttar-Pradesh,2021,2,aggregated,transaction,india,2021-Q2,611.7769919406547,2.170223367190268
peer-to-peer payments,127945827,440726915882.1709,Uttar-Pradesh,2021,3,aggregated,transaction,india,2021-Q3,3444.63689216039,147.95556217860582
merchant payments,126699830,91089049637.02376,Uttar-Pradesh,2021,3,aggregated,transaction,india,2021-Q3,718.9358473253182,-0.00973847314301235
recharge & bill payments,50414232,24348150109.636,Uttar-Pradesh,2021,3,aggregated,transaction,india,2021-Q3,482.961837237469,-0.6020970825296292
financial services,253418,292009129.0296748,Uttar-Pradesh,2021,3,aggregated,transaction,india,2021-Q3,1152.2825096468082,-0.9949732845280674
others,1230077,624716522.0745409,Uttar-Pradesh,2021,3,aggregated,transaction,india,2021-Q3,507.8678180915023,3.853944865794853
merchant payments,183966052,142889329646.05463,Uttar-Pradesh,2021,4,aggregated,transaction,india,2021-Q4,776.715747784024,148.55653345278384
peer-to-peer payments,167503176,600973581946.6772,Uttar-Pradesh,2021,4,aggregated,transaction,india,2021-Q4,3587.8339521554935,-0.08948866283220558
recharge & bill payments,52863531,28812549097.65689,Uttar-Pradesh,2021,4,aggregated,transaction,india,2021-Q4,545.036408893248,-0.6844028139502263
financial services,353219,386356976.48969895,Uttar-Pradesh,2021,4,aggregated,transaction,india,2021-Q4,1093.8170837064229,-0.993318285908673
others,1471954,829152405.3448995,Uttar-Pradesh,2021,4,aggregated,transaction,india,2021-Q4,563.3004872060537,3.1672560083121235
merchant payments,221556930,165543931419.27045,Uttar-Pradesh,2022,1,aggregated,transaction,india,2022-Q1,747.1846239215828,149.51892246632707
peer-to-peer payments,195592648,684758883172.6667,Uttar-Pradesh,2022,1,aggregated,transaction,india,2022-Q1,3500.9438758284346,-0.11719011452270978
recharge & bill payments,54873261,31683813998.38605,Uttar-Pradesh,2022,1,aggregated,transaction,india,2022-Q1,577.3998742007706,-0.7194513108693124
financial services,358499,386218170.5981607,Uttar-Pradesh,2022,1,aggregated,transaction,india,2022-Q1,1077.3200778751425,-0.993466781571447
others,1571908,750327356.10464,Uttar-Pradesh,2022,1,aggregated,transaction,india,2022-Q1,477.33541409843326,3.3846928443315045
merchant payments,298721048,216176289528.43256,Uttar-Pradesh,2022,2,aggregated,transaction,india,2022-Q2,723.6727742346183,189.03723373123617
peer-to-peer payments,232444860,812579156783.274,Uttar-Pradesh,2022,2,aggregated,transaction,india,2022-Q2,3495.793182018626,-0.22186648193601677
recharge & bill payments,62659780,37867966758.88997,Uttar-Pradesh,2022,2,aggregated,transaction,india,2022-Q2,604.3424786823376,-0.73043163871208
financial services,268349,285646084.3258523,Uttar-Pradesh,2022,2,aggregated,transaction,india,2022-Q2,1064.4574204705525,-0.9957173644720745
others,1204739,606123265.0864555,Uttar-Pradesh,2022,2,aggregated,transaction,india,2022-Q2,503.11583262968617,3.4894484421406453
merchant payments,361972506,232005905549.1372,Uttar-Pradesh,2022,3,aggregated,transaction,india,2022-Q3,640.9489718236699,299.4571994431989
peer-to-peer payments,267205027,844564255684.5037,Uttar-Pradesh,2022,3,aggregated,transaction,india,2022-Q3,3160.734905202602,-0.26180850045003146
